"name","title_ca","title_es","title_en","complementary description","field_definition","openness_score","license_title","date_published","organization_parent_name_ca","organization_name_ca","package_count","frequency","geolocation","token_required","historical","api","total_views","recent_views","total_downloads_by_ip","total_downloads_absolute","total_api_access_by_api","total_api_access_absolute","tags_list","fuente","url_tornada_ca","url_tornada_es","url_tornada_en","notes_ca","notes_es","notes_en","url_busqueda_ca","url_busqueda_es","url_busqueda_en","qpj","prj","application/x-7z-compressed","qml","txt","7z","xml","bdf","qgz","zip","wms","kml","geojson","json","wmts","dwg","ics","tif","csv","kmz","xlsx","rdf-linked","sbx","dgn","dat","dbase","gpkg","sbn","shp","application/vnd.ms-pki.seccat","rds","shx","html","cpg","rdf","xls","long_format","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"ebsib-bcn-enquesta-benestar-subjectiu-infancia","Enquesta de Benestar Subjectiu de la Infància a la ciutat de Barcelona ","Encuesta de Bienestar Subjetivo de la Infancia en la ciudad de Barcelona","Survey of Subjective Well-being of Children in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2020-12-10","Ciutat i serveis","Participació","5","PETICIO_NEGOCI","No","No","Yes","Yes","433","7","226","342","3","4"," Any 2017 Benestar Subjectiu Enquestes Infància","18017  -  Enquesta de Benestar subjectiu de la infància a Barcelona 2017 (EBSIB)","https://ajuntament.barcelona.cat/ca/informacio-administrativa/registre-enquestes-i-estudis-opinio","https://ajuntament.barcelona.cat/es/informacion-administrativa/registro-de-encuestas-y-estudios-de-opinion","https://ajuntament.barcelona.cat/en/administrative-information/public-opinion-poll-register","Enquesta de Benestar Subjectiu de la Infància a la ciutat de Barcelona ","Encuesta de Bienestar Subjetivo de la Infancia en la ciudad de Barcelona","Survey of Subjective Well-being of Children in the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ebsib-bcn-enquesta-benestar-subjectiu-infancia","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=ebsib-bcn-enquesta-benestar-subjectiu-infancia","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=ebsib-bcn-enquesta-benestar-subjectiu-infancia","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N"
"edificis-amics-de-la-bici-barcelona","Edificis Amics de la Bici dels equipaments públics de la ciutat de Barcelona ","Edificios Amigos de la Bici de los equipamientos públicos de la ciudad de Barcelona","Friends of the Bike buildings of the public facilities of the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2020-11-05","Ciutat i serveis","Transport","65","SEMESTRAL","Yes_with_map_view","No","Yes","Yes","559","10","933","1396","7","10"," Any 2020 Any 2021 Bicicletes Edificis","Barcelona Ajuntament + Sostenible","https://vaicmobility.com","https://vaicmobility.com/es/","https://vaicmobility.com/en/","Equipaments públics de la ciutat de Barcelona amb l'objectiu de fomentar l'ús de la bicicleta entre els treballadors.  Es publiquen els auditats ja certificats o en fase de certificació. ","Equipamientos públicos de la ciudad de Barcelona con el objetivo de fomentar el uso de la bicicleta entre los trabajadores. Se publican los auditados  ya certificados o en fase de certificación.","Public facilities of the city of Barcelona in order to promote the use of bicycles among workers. The auditees already certified or in the certification phase are published.","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=edificis-amics-de-la-bici-barcelona","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=edificis-amics-de-la-bici-barcelona","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=edificis-amics-de-la-bici-barcelona","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S"
"educacio-ensenyament-infantil","Ensenyament infantil de la ciutat de Barcelona","Enseñanza infantil de la ciudad de Barcelona","Children's education of the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2019-05-29","Població","Educació","4","SETMANAL","Yes_with_map_view","No","No","No","1206","11","686","872","82","163"," Educació Ensenyament infantil Plànol BCN","Ajuntament de Barcelona","https://w33.bcn.cat/planolBCN/ca","https://w33.bcn.cat/planolBCN/es","https://w33.bcn.cat/planolBCN/en","Llista dels equipaments d'educació infantil de la ciutat de Barcelona per nens i nenes des del naixement fins els sis anys d’edat.","Lista de los centros de educación infantil de la ciudad de Barcelona para niños y niñas des del nacimiento hasta los seis años de edad.","List of the educative centres of the city of Barcelona for children ranging from birth to 6 years old.","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=educacio-ensenyament-infantil","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=educacio-ensenyament-infantil","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=educacio-ensenyament-infantil","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"educacio-ensenyament-no-reglat","Ensenyament no reglat de la ciutat de Barcelona","Enseñanza no reglada de la ciudad de Barcelona","Non-regulated education of the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2019-05-29","Població","Educació","4","SETMANAL","Yes_with_map_view","No","No","No","624","4","463","507","63","64"," Educació Ensenyament no reglat Plànol BCN","Ajuntament de Barcelona","https://w33.bcn.cat/planolBCN/ca","https://w33.bcn.cat/planolBCN/es","https://w33.bcn.cat/planolBCN/en","Centres d'ensenyament de la ciutat de Barcelona que ofereixen cursos no reglats.","Centros de enseñanza de la ciudad de Barcelona que ofrecen cursos no reglados.","Educative centres of the city of Barcelona that offer non-regulated educative courses.","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=educacio-ensenyament-no-reglat","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=educacio-ensenyament-no-reglat","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=educacio-ensenyament-no-reglat","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"educacio-ensenyament-reglat","Ensenyament reglat de la ciutat de Barcelona","Enseñanza reglada de la ciudad de Barcelona","Regulated education of the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2019-05-29","Població","Educació","4","SETMANAL","Yes_with_map_view","No","No","No","758","16","577","674","69","72"," Educació Ensenyament reglat Plànol BCN","Ajuntament de Barcelona","https://w33.bcn.cat/planolBCN/ca","https://w33.bcn.cat/planolBCN/es","https://w33.bcn.cat/planolBCN/en","Centres d'ensenyament de la ciutat de Barcelona que ofereixen cursos reglats.","Centros de enseñanza de la ciudad de Barcelona que ofrecen cursos reglados.","Educative centres of the city of Barcelona that offer regulated educative courses.","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=educacio-ensenyament-reglat","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=educacio-ensenyament-reglat","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=educacio-ensenyament-reglat","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"enquesta-escletxa-digital","Enquesta sobre la bretxa digital a la ciutat de Barcelona  ","Encuesta sobre la brecha digital en la ciudad de Barcelona  ","Survey on the digital divide in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2021-01-21","Ciutat i serveis","Participació","5","PETICIO_NEGOCI","No","No","Yes","Yes","816","12","310","392","5","6"," Any 2020 Bretxa Digital Enquestes","Enquesta sobre l'escletxa digital a la ciutat de Barcelona  ","https://ajuntament.barcelona.cat/ca/informacio-administrativa/registre-enquestes-i-estudis-opinio","https://ajuntament.barcelona.cat/es/informacion-administrativa/registro-de-encuestas-y-estudios-de-opinion","https://ajuntament.barcelona.cat/en/administrative-information/public-opinion-poll-register","Enquesta sobre la bretxa digital a la ciutat de Barcelona  ","Encuesta sobre la brecha digital en la ciudad de Barcelona  ","Survey on the digital divide in the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=enquesta-escletxa-digital","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=enquesta-escletxa-digital","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=enquesta-escletxa-digital","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N"
"entitas-pacte-mobilitat","Entitats del pacte per la mobilitat a la ciutat de Barcelona","Entidades del pacto por la movilidad en la ciudad de Barcelona","Entities pact mobility in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2015-11-17","Ciutat i serveis","Transport","65","SETMANAL","Yes_with_map_view","No","No","No","474","5","406","444","11","12"," Entitats Mobilitat Transport","Ajuntament de Barcelona","http://com-shi-va.lameva.barcelona.cat/ca/","http://com-shi-va.lameva.barcelona.cat/es/","http://com-shi-va.lameva.barcelona.cat/en/","Entitats del pacte per la mobilitat a la ciutat de Barcelona.","Entidades del pacto por la movilidad en la ciudad de Barcelona. ","Entities pact mobility in the city of Barcelona.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=entitas-pacte-mobilitat","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=entitas-pacte-mobilitat","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=entitas-pacte-mobilitat","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"entitats","Fitxer General d'Entitats Ciutadanes de la ciutat de Barcelona","Fichero General de Entidades Ciudadanas de la ciudad de Barcelona","Citizen Entities General File of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2015-01-29","Administració","Sector públic","74","SETMANAL","Yes_no_map_view","No","Yes","No","1181","9","2989","3328","28","28"," Any 2018 Any 2019 Any 2020 Any 2021 Entitats Participació","Comissionat de Participació Ciutadana i Associacionisme","http://www.bcn.cat/participacio/ca/fgec.html","http://governobert.bcn.cat/es/participacion","http://governobert.bcn.cat/en/participation","El Fitxer General d'Entitats Ciutadanes és un dels instruments de relació de l'Ajuntament de Barcelona amb les entitats de la ciutat. La seva creació és prevista a les Normes Reguladores de la Participació Ciutadana (art. 9) i està reglamentat mitjançant les Normes Reguladores del Fitxer General d'Entitats Ciutadanes (B.O.P. 26/2/2004).    ","El Fichero general de entidades ciudadanas es uno de los instrumentos de relación del Ayuntamiento de Barcelona con las entidades de la ciudad. Su creación está prevista en las Normas reguladoras de la participación ciudadana (artículo 9) y está reglamentado mediante las Normas reguladoras del Fichero general de entidades ciudadanas (BOP 26/2/2004).     ","The Citizen Entities General File is one of the instruments of the City of Barcelona relationship with entities of the city. Its creation is provided in the Rules governing public participation (Article 9) and is regulated by the Rules governing the General index of citizens' organizations (BOP 26/2/2004).     ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=entitats","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=entitats","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=entitats","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S"
"entitats-municipals","Relació d'Entitats Municipals de la ciutat de Barcelona segons criteris de consolidació pressupostària","Relación de Entidades Municipales de la ciudad de Barcelona según criterios de consolidación presupuestaria","List of Municipal Entities of the city of Barcelona according to criteria of budgetary consolidation ","N","S","3","Creative Commons Attribution 4.0","2017-10-02","Administració","Sector públic","74","ANUAL","No","No","Yes","Yes","471","8","423","465","10","15"," Any 2017 Any 2019 Any 2020 Entitats Municipals","Direcció de serveis d'Empreses","http://ajuntament.barcelona.cat/estrategiaifinances/ca","http://ajuntament.barcelona.cat/estrategiaifinances/es/","http://ajuntament.barcelona.cat/estrategiaifinances/en/","Relació d'Entitats Municipals segons criteris de consolidació pressupostària.","Relación de Entidades Municipales según criterios de consolidación presupuestaria.","List of Municipal Entities according to criteria of budgetary consolidation.","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=entitats-municipals","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=entitats-municipals","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=entitats-municipals","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","S","S","N"
"equipament-administracio","Llista d'equipaments d'administració pública de la ciutat de Barcelona","Listado de equipamientos de la administración pública de la ciudad de Barcelona","List of equipments of the public administration in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2011-03-25","Administració","Sector públic","74","SETMANAL","Yes_with_map_view","No","No","No","547","6","401","445","10","10"," Administració Equipaments Equipaments Administració","Ajuntament de Barcelona","http://www.bcn.cat","http://www.barcelona.cat/es/","http://www.barcelona.cat/en/","Equipaments de la tipologia Administració que hi ha a la ciutat de Barcelona: Administració local, autonòmica, perifèrica, central, europea i internacional; també inclou els equipaments de relacions amb l'estranger i altres organismes locals.  ","Equipamientos de la tipología Administración que hay en la ciudad de Barcelona: Administración local, autonómica, periférica, central, europea e internacional; también incluye los equipamientos de relaciones con el extranjero y otros organismos locales.  ","Types of Government offices to be found in Barcelona: local, regional, territorial, central, European and international. This also includes offices with ties abroad and to other local bodies.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-administracio","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-administracio","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-administracio","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-animals-i-plantes","Llista d'equipaments d'animals i les plantes de la ciutat de Barcelona","Listado de equipamientos de animales i de plantas de la ciudad de Barcelona","List of animal and plants equipments in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2011-03-25","Ciutat i serveis","Medi ambient","38","SETMANAL","Yes_with_map_view","No","No","No","765","8","477","582","11","11"," Animals Equipaments Equipaments animals plantes Plantes Vegetació","Ajuntament de Barcelona","http://ajuntament.barcelona.cat/ecologiaurbana","http://ajuntament.barcelona.cat/ecologiaurbana/es","http://ajuntament.barcelona.cat/ecologiaurbana/en","Equipaments de la tipologia Animals i plantes que hi ha a la ciutat de Barcelona: centres de jardineria, veterinaris, floristeries, perruqueries canines, residències d'animals i d'altres.  ","Equipamientos de la tipología Animales y plantas que hay en la ciudad de Barcelona: centros de jardinería, veterinarios, floristerías, peluquerías caninas, residencias de animales y otros.  ","Types of Animal and plantcentres to be found in Barcelona: garden centres, vets, florists, dog grooming salons, animal residences etc.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-animals-i-plantes","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-animals-i-plantes","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-animals-i-plantes","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-associacions","Llista d'equipaments d'associacions de la ciutat de Barcelona","Listado de equipamientos de asociaciones de la ciudad de Barcelona","List of associations equipments in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2011-03-25","Població","Societat i benestar","24","SETMANAL","Yes_with_map_view","No","No","No","848","6","622","771","12","12"," Associacions Equipaments","Ajuntament de Barcelona","http://www.barcelona.cat/ca/","http://www.barcelona.cat/es/","http://www.barcelona.cat/en/","Equipaments de la tipologia Associacions que hi ha a la ciutat de Barcelona: associacions de l'àmbit de l'esport, de medi ambient, de partits polítics, de suport social, d'oci, culturals, de cooperació internacional, d'agricultura, d'educació, d'economia, de salut, d'alimentació, d'ONG i d'altres.   ","Equipamientos de la tipología Asociaciones que hay en la ciudad de Barcelona: asociaciones del ámbito del deporte, de medio ambiente, de partidos políticos, de apoyo social, de ocio, culturales, de cooperación internacional, de agricultura, de educación, de economía, de salud, de alimentación, de ONG y otros.  ","Types of Associations to be found in Barcelona: sports, environment, political parties, social support, leisure, culture, international cooperation, agriculture, education, economy, health, food, NGOs, etc.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-associacions","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-associacions","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-associacions","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-cementiris-i-serveis-relacionats","Llista d'equipaments de cementiris i serveis relacionats de la ciutat de Barcelona","Listado de equipamientos de cementerios i servicios relacionados de la ciudad de Barcelona","List of cementery equipments and related services equipments  in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2011-03-25","Territori","Urbanisme i infraestructures","52","SETMANAL","Yes_with_map_view","No","No","No","370","5","398","447","10","10"," Cementiris Equipaments","Ajuntament de Barcelona","http://www.barcelona.cat/","http://www.barcelona.cat/es/","http://www.barcelona.cat/en/","Equipaments de la tipologia Cementiris que hi ha a la ciutat de Barcelona: cementiris públics, cementiris privats, cementiris d'animals, crematoris, tanatoris, sales de vetlla.  ","Equipamientos de la tipología Cementerios que hay en la ciudad de Barcelona: cementerios públicos, cementerios privados, cementerios de animales, crematorios, tanatorios, velatorios.  ","Types of Cemeteries to be found in Barcelona: public cemeteries, private cemeteries, animal cemeteries, crematoriums, funeral homes, wake rooms.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-cementiris-i-serveis-relacionats","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-cementiris-i-serveis-relacionats","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-cementiris-i-serveis-relacionats","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-centres-d-informacio","Llista d'equipaments de centres d'informació de la ciutat de Barcelona","Listado de equipamientos de centros de información de la ciudad de Barcelona","List of information centers equipments in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2011-03-25","Ciutat i serveis","Turisme","7","SETMANAL","Yes_with_map_view","No","No","No","645","9","509","573","11","11"," Centres informació Equipaments Equipaments centres informació Informació","Ajuntament de Barcelona","http://www.barcelona.cat/ca/","http://www.barcelona.cat/es/","http://www.barcelona.cat/en/","Equipaments de la tipologia Centres d'informació que hi ha a la ciutat de Barcelona: centres d'atenció al ciutadà, d'informació al consumidor, per als joves, per a les dones, per a la gent gran, per a persones amb discapacitat, d'informació jurídica, d'informació laboral, d'informació turística i d'altres.  ","Equipamientos de la tipología Centros de información que hay en la ciudad de Barcelona: centros de atención al ciudadano, de información al consumidor, para los jóvenes, para las mujeres, para las personas mayores, para personas con discapacidad, de información jurídica, de información laboral, de información turística y otros.  ","Types of Information centres to be found in Barcelona: citizen help and advice, consumer information, youth, women, senior citizens, people with disabilities, legal advice, employment information, tourist information, etc.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-centres-d-informacio","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-centres-d-informacio","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-centres-d-informacio","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-companyies-de-serveis","Llista d'equipaments de companyies de serveis de la ciutat de Barcelona","Listado de equipamientos de compañias de servicios de la ciudad de Barcelona","List of services companies in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2011-03-25","Administració","Sector públic","74","SETMANAL","Yes_with_map_view","No","No","No","594","2","414","463","11","11"," Companyies serveis Equipaments Llista equipaments companyies serveis","Ajuntament de Barcelona","http://www.bcn.cat","http://www.barcelona.cat/es/","http://www.barcelona.cat/en/","Equipaments de la tipologia Empreses de serveis que hi ha a la ciutat de Barcelona: aigua, gas, electricitat, correus, telefonia i proveïdors d'internet.  ","Equipamientos de la tipología Empresas de servicios que hay en la ciudad de Barcelona: agua, gas, electricidad, correos, telefonía y proveedores de internet.  ","Types of Service and utility companies  to be found in Barcelona: water, gas, electricity, mail, telephone and internet providers.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-companyies-de-serveis","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-companyies-de-serveis","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-companyies-de-serveis","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-cultura-i-lleure","Llista d'equipaments de cultura i lleure de la ciutat de Barcelona","Listado de equipamientos de cultura y ocio de la ciudad de Barcelona","List of culture and leisure equipments in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2011-03-25","Ciutat i serveis","Cultura i oci","37","SETMANAL","Yes_with_map_view","No","No","No","1396","7","960","1220","11","11"," Cultura Equipaments","Ajuntament de Barcelona","http://guia.barcelona.cat/ca/temes/20*","http://guia.barcelona.cat/es/temes/20*","http://guia.barcelona.cat/en/temes/20*","Equipaments de la tipologia Cultura i lleure que hi ha a la ciutat de Barcelona: biblioteques, cinemes, llibreries, museus, parcs, miradors, platges, teatres, sales de concerts, auditoris i d'altres. ","Equipamientos de la tipología Cultura y ocio que hay en la ciudad de Barcelona: bibliotecas, cines, librerías, museos, parques, miradores, playas, teatros, salas de conciertos, auditorios y otros.  ","Types of Culture and leisure facilities to be found in Barcelona: libraries, cinemas, bookshops, museums, parks, viewing points, beaches, theatres, concert halls, auditoriums, etc.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-cultura-i-lleure","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-cultura-i-lleure","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-cultura-i-lleure","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-educacio","Llista d'equipaments d'educació de la ciutat de Barcelona","Listado de equipamientos de educación de la ciudad de Barcelona","List of education equipments in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2011-03-25","Població","Educació","4","SETMANAL","Yes_with_map_view","No","No","No","1961","13","1271","1842","13","13"," Educació Equipaments Equipaments Educació","Ajuntament de Barcelona","http://www.barcelona.cat/ca/","http://www.barcelona.cat/es/","http://www.barcelona.cat/en/","Equipaments de la tipologia Educació que hi ha a la ciutat de Barcelona: centres d'educació infantil, primària, secundària, professional i universitària, autoescoles, centres de normalització lingüística, formació ocupacional, educació especial, escoles taller, educació permanent d'adults i d'altres.  ","Equipamientos de la tipología Educación que hay en la ciudad de Barcelona: centros de educación infantil, primaria, secundaria, profesional y universitaria, autoescuelas, centros de normalización lingüística, formación ocupacional, educación especial, escuelas taller, educación permanente de adultos y otros. ","Types of Educationcentres to be found in Barcelona: infants, primary, secondary, professional training and university, driving schools, Catalan language, vocational training, special education, adult lifelong learning, etc.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-educacio","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-educacio","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-educacio","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
"equipament-esports","Llista d'equipaments d'esports de la ciutat de Barcelona","Listado de equipamientos de deportes de la ciudad de Barcelona","List of sports equipments in the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2011-03-25","Ciutat i serveis","Esport","5","SETMANAL","Yes_with_map_view","No","No","No","1173","8","738","941","11","11"," Equipaments Equipaments Esports Esports","Ajuntament de Barcelona","http://esports.bcn.cat/ca/","http://esports.bcn.cat/es/","http://esports.bcn.cat/en/","Equipaments de la tipologia Esports que hi ha a la ciutat de Barcelona: clubs esportius, federacions esportives, penyes esportives i instal·lacions esportives. ","Equipamientos de la tipología Deportes que hay en la ciudad de Barcelona: clubes deportivos, federaciones deportivas, peñas deportivas e instalaciones deportivas. ","Types of Sportscentres and organisations to be found in Barcelona: sports clubs, sports federations, sports groups and sports facilities.  ","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=equipament-esports","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=equipament-esports","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=equipament-esports","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","No","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N"
